method,rows,time_min
BLOCKS_K2,60,81.30492865285686
BLOCKS_K2,60,92.98497433903631
BLOCKS_K2,60,70.26206832749746
BLOCKS_K2,60,88.37862299719536
BLOCKS_K2,60,83.98240061142526
BLOCKS_K2,60,88.03820175483463
BLOCKS_K2,60,95.1974549734883
BLOCKS_K2,60,94.61544544951235
BLOCKS_K2,60,92.23780152868697
BLOCKS_K2,60,91.70290094115725
BLOCKS_K2,60,91.34466055630942
BLOCKS_K2,60,87.20016060719405
BLOCKS_K2,60,85.57620579746641
BLOCKS_K2,60,85.32750543919808
BLOCKS_K2,60,88.33466495455613
BLOCKS_K2,60,107.88086356492738
BLOCKS_K2,60,89.58540544291307
BLOCKS_K2,60,84.31934065998308
BLOCKS_K2,60,108.94023836784385
BLOCKS_K2,60,85.20743631278447
BLOCKS_K2,60,100.17351217191202
BLOCKS_K2,60,90.68503926474983
BLOCKS_K2,60,92.65405564422579
BLOCKS_K2,60,100.34241349328103
BLOCKS_K2,60,81.41565008458691
BLOCKS_K2,60,85.1838896148511
BLOCKS_K2,60,90.95031823397687
BLOCKS_K2,60,92.36941231807768
BLOCKS_K2,60,91.51558828109064
BLOCKS_K2,60,96.65240448221492
BLOCKS_K2,60,89.9112239657691
BLOCKS_K2,60,84.67732818966208
BLOCKS_K2,60,94.54613970122725
BLOCKS_K2,60,95.13440549434907
BLOCKS_K2,60,98.5770270999885
BLOCKS_K2,60,91.37431350263287
BLOCKS_K2,60,97.49932298376015
BLOCKS_K2,60,86.53096725486014
BLOCKS_K2,60,87.53572333274104
BLOCKS_K2,60,95.90479126089221
BLOCKS_K2,60,86.33036948311259
BLOCKS_K2,60,81.6462385642751
BLOCKS_K2,60,95.26403908043247
BLOCKS_K2,60,82.58937093299886
BLOCKS_K2,60,93.7248250289877
BLOCKS_K2,60,83.91539208205981
BLOCKS_K2,60,82.82758816116358
BLOCKS_K2,60,89.17934974133038
BLOCKS_K2,60,87.84901883028327
BLOCKS_K2,60,92.44353083397228
RANDOM,70,163.85499156910018
RANDOM,70,158.27205573164312
RANDOM,70,195.02391582261507
RANDOM,70,181.2570890537829
RANDOM,70,150.10053032252227
RANDOM,70,163.7723106796794
RANDOM,70,177.1863052287232
RANDOM,70,157.6932123528373
RANDOM,70,189.87668260255734
RANDOM,70,179.5930451996691
RANDOM,70,165.45255247144243
RANDOM,70,158.1826641990203
RANDOM,70,175.16297764442825
RANDOM,70,172.82402144192898
RANDOM,70,155.11173764335626
RANDOM,70,165.1054564445778
RANDOM,70,199.74223678430198
RANDOM,70,169.98846208419363
RANDOM,70,186.63823076017474
RANDOM,70,177.78284264418434
RANDOM,70,161.7562457144197
RANDOM,70,175.4413661296724
RANDOM,70,170.11787830515368
RANDOM,70,172.04848624373912
RANDOM,70,156.88184527703535
RANDOM,70,200.2824308169302
RANDOM,70,175.0195882761975
RANDOM,70,178.53217422926207
RANDOM,70,185.6122467048322
RANDOM,70,194.3157464083823
RANDOM,70,162.4782620848461
RANDOM,70,161.37624836131673
RANDOM,70,174.04120170374264
RANDOM,70,175.09374728615458
RANDOM,70,176.1965490030201
RANDOM,70,167.34768335678572
RANDOM,70,172.25632070459883
RANDOM,70,158.0345068588184
RANDOM,70,178.20434236882915
RANDOM,70,174.96181283993795
RANDOM,70,166.74090148869962
RANDOM,70,175.27009201195273
RANDOM,70,169.87761234468167
RANDOM,70,152.51806900544167
RANDOM,70,174.79968146372022
RANDOM,70,171.82546635391037
RANDOM,70,172.55913157263763
RANDOM,70,183.8578353120092
RANDOM,70,188.3295563748099
RANDOM,70,183.0294967376293
RANDOM,70,177.6339119846389
RANDOM,70,156.54389205640683
RANDOM,70,164.54943893839493
RANDOM,70,168.54566798446953
RANDOM,70,168.0728454305592
RANDOM,70,169.66046393461852
RANDOM,70,178.74790610686895
RANDOM,70,171.67312235007898
RANDOM,70,175.05776387043272
RANDOM,70,193.66147282059205
BACK_TO_FRONT,70,295.9809189611489
BACK_TO_FRONT,70,262.9526475241543
BACK_TO_FRONT,70,261.70122115634837
BACK_TO_FRONT,70,278.3795600292141
BACK_TO_FRONT,70,277.3986569193218
BACK_TO_FRONT,70,233.2861150668841
BACK_TO_FRONT,70,258.0508625793057
BACK_TO_FRONT,70,264.2799883817973
BACK_TO_FRONT,70,293.2164699946024
BACK_TO_FRONT,70,290.44605737986166
BACK_TO_FRONT,70,261.9370498686327
BACK_TO_FRONT,70,279.50198299673656
BACK_TO_FRONT,70,273.8496895184349
BACK_TO_FRONT,70,266.595590631328
BACK_TO_FRONT,70,252.58528449220455
BACK_TO_FRONT,70,283.3461927148262
BACK_TO_FRONT,70,273.5354065159617
BACK_TO_FRONT,70,243.95171328866832
BACK_TO_FRONT,70,282.2554896435623
BACK_TO_FRONT,70,271.28970514822197
BACK_TO_FRONT,70,259.0906564634975
BACK_TO_FRONT,70,241.15444301640272
BACK_TO_FRONT,70,278.901009781602
BACK_TO_FRONT,70,256.0135545904751
BACK_TO_FRONT,70,264.1335931364661
BACK_TO_FRONT,70,289.810652213188
BACK_TO_FRONT,70,271.67800899566095
BACK_TO_FRONT,70,274.83581328377636
BACK_TO_FRONT,70,259.1430135485654
BACK_TO_FRONT,70,265.0656694307027
BACK_TO_FRONT,70,277.1423191517257
BACK_TO_FRONT,70,256.40373744675287
BACK_TO_FRONT,70,285.035588479897
BACK_TO_FRONT,70,289.7259137492011
BACK_TO_FRONT,70,260.50577904428906
BACK_TO_FRONT,70,256.53755166561643
BACK_TO_FRONT,70,266.6876975621309
BACK_TO_FRONT,70,268.5771301989828
BACK_TO_FRONT,70,247.9512664088144
BACK_TO_FRONT,70,270.4004453705141
BACK_TO_FRONT,70,285.3767208905765
BACK_TO_FRONT,70,250.50467618469634
BACK_TO_FRONT,70,288.3998657463401
BACK_TO_FRONT,70,275.6647278496123
BACK_TO_FRONT,70,283.2669673702396
BACK_TO_FRONT,70,273.85814077714093
BACK_TO_FRONT,70,255.4167829439025
BACK_TO_FRONT,70,242.78489236223473
BACK_TO_FRONT,70,266.27435575642977
BACK_TO_FRONT,70,262.4114967079877
BACK_TO_FRONT,70,262.0974997938034
BACK_TO_FRONT,70,259.26040944537715
BACK_TO_FRONT,70,272.06625674057307
BACK_TO_FRONT,70,270.32620304437876
BACK_TO_FRONT,70,264.2188860166717
BACK_TO_FRONT,70,261.5626147865992
BACK_TO_FRONT,70,269.81625634645684
BACK_TO_FRONT,70,278.7947575900487
BACK_TO_FRONT,70,268.93492526667745
BACK_TO_FRONT,70,278.91514321501273
FRONT_TO_BACK,70,365.62582792666177
FRONT_TO_BACK,70,334.7644991195179
FRONT_TO_BACK,70,376.94768381996494
FRONT_TO_BACK,70,351.1947136921738
FRONT_TO_BACK,70,338.55345429248547
FRONT_TO_BACK,70,340.1601191358941
FRONT_TO_BACK,70,332.64505505180364
FRONT_TO_BACK,70,336.5479151208778
FRONT_TO_BACK,70,344.80657916286475
FRONT_TO_BACK,70,341.4669363351259
FRONT_TO_BACK,70,307.52411442854105
FRONT_TO_BACK,70,327.46312278104693
FRONT_TO_BACK,70,380.48646331630897
FRONT_TO_BACK,70,372.1218748311069
FRONT_TO_BACK,70,335.58014032990707
FRONT_TO_BACK,70,348.47638742838274
FRONT_TO_BACK,70,346.75113109734866
FRONT_TO_BACK,70,336.7423466852676
FRONT_TO_BACK,70,346.17749030174343
FRONT_TO_BACK,70,329.15963224919875
FRONT_TO_BACK,70,316.83762091854487
FRONT_TO_BACK,70,337.50395119681826
FRONT_TO_BACK,70,321.57361598035965
FRONT_TO_BACK,70,333.7681872364267
FRONT_TO_BACK,70,336.9736535525402
FRONT_TO_BACK,70,322.45773873344774
FRONT_TO_BACK,70,348.7550234172851
FRONT_TO_BACK,70,327.62259410204496
FRONT_TO_BACK,70,326.50028263142724
FRONT_TO_BACK,70,339.5625666603699
FRONT_TO_BACK,70,362.5379285295161
FRONT_TO_BACK,70,361.18582602542955
FRONT_TO_BACK,70,387.1233628573608
FRONT_TO_BACK,70,352.31177594835015
FRONT_TO_BACK,70,343.7313807143778
FRONT_TO_BACK,70,345.81585128005094
FRONT_TO_BACK,70,327.5895513511173
FRONT_TO_BACK,70,330.01323579739346
FRONT_TO_BACK,70,318.5522088514694
FRONT_TO_BACK,70,333.88436406507157
FRONT_TO_BACK,70,345.5979190523546
FRONT_TO_BACK,70,319.39591179914345
FRONT_TO_BACK,70,336.5991447832742
FRONT_TO_BACK,70,322.43330578497745
FRONT_TO_BACK,70,343.90671374334164
FRONT_TO_BACK,70,366.7502510060704
FRONT_TO_BACK,70,341.2029101728121
FRONT_TO_BACK,70,356.2448301960068
FRONT_TO_BACK,70,348.53474556031375
FRONT_TO_BACK,70,352.6443966232463
FRONT_TO_BACK,70,349.6092083841798
FRONT_TO_BACK,70,325.9276251475902
FRONT_TO_BACK,70,376.30771984091285
FRONT_TO_BACK,70,338.66992682343295
FRONT_TO_BACK,70,324.3299070867953
FRONT_TO_BACK,70,334.94796450491975
FRONT_TO_BACK,70,352.74634395512527
FRONT_TO_BACK,70,361.7121269935549
FRONT_TO_BACK,70,348.1702816634282
FRONT_TO_BACK,70,340.94354024373627
BLOCKS_K2,70,100.94752919783788
BLOCKS_K2,70,107.88282865136865
BLOCKS_K2,70,106.63069981640818
BLOCKS_K2,70,111.29265304285238
BLOCKS_K2,70,106.42624791936603
BLOCKS_K2,70,97.74232916085569
BLOCKS_K2,70,102.05736655253219
BLOCKS_K2,70,110.6541989202989
BLOCKS_K2,70,109.82338258951486
BLOCKS_K2,70,105.66190421487191
BLOCKS_K2,70,118.06228506033123
BLOCKS_K2,70,111.17689994319531
BLOCKS_K2,70,102.55080137451466
BLOCKS_K2,70,100.04017285120976
BLOCKS_K2,70,106.8909292929132
BLOCKS_K2,70,110.94141412228636
BLOCKS_K2,70,99.51477714499615
BLOCKS_K2,70,120.45003635288403
BLOCKS_K2,70,103.5161525673131
BLOCKS_K2,70,102.92754594462123
BLOCKS_K2,70,97.68189083419166
BLOCKS_K2,70,118.33542290206529
BLOCKS_K2,70,103.55544761311477
BLOCKS_K2,70,98.59132098083471
BLOCKS_K2,70,116.28059225371466
BLOCKS_K2,70,95.774508991384
BLOCKS_K2,70,119.30867453092053
BLOCKS_K2,70,113.81864416294474
BLOCKS_K2,70,107.1144935351746
BLOCKS_K2,70,99.11894973794242
BLOCKS_K2,70,109.11959024846267
BLOCKS_K2,70,98.07325428635231
BLOCKS_K2,70,102.11575388622612
BLOCKS_K2,70,106.98002372826797
BLOCKS_K2,70,109.24394256342723
BLOCKS_K2,70,105.52308837506331
BLOCKS_K2,70,115.36824529722398
BLOCKS_K2,70,99.35434976531178
BLOCKS_K2,70,109.86511706873591
BLOCKS_K2,70,106.92614252371821
BLOCKS_K2,70,106.31528294234329
BLOCKS_K2,70,124.58228197311583
BLOCKS_K2,70,91.53698977594198
BLOCKS_K2,70,113.7103150713308
BLOCKS_K2,70,97.87988350430658
BLOCKS_K2,70,113.40458552222523
BLOCKS_K2,70,119.28739669276517
BLOCKS_K2,70,105.19149542089313
BLOCKS_K2,70,106.58567540193933
BLOCKS_K2,70,91.60255255194619
BLOCKS_K2,70,106.14192006538119
BLOCKS_K2,70,113.5523613316317
BLOCKS_K2,70,99.5044668736364
BLOCKS_K2,70,100.39259686500876
BLOCKS_K2,70,108.24100277354358
BLOCKS_K2,70,114.3907505702044
BLOCKS_K2,70,98.30761454940512
BLOCKS_K2,70,103.67396310490419
BLOCKS_K2,70,107.82760226260366
BLOCKS_K2,70,109.43831633636292
