method,seed,time_min
Random,20251006,63.6000226191673
Random,20251007,60.78257718213869
Random,20251008,58.48974056688009
Random,20251009,51.452536957156646
Random,20251010,54.29915965592573
Random,20251011,64.24940741569425
Random,20251012,53.50645867321797
Random,20251013,69.15818551823875
Random,20251014,55.507264727712695
Random,20251015,54.44026789261568
Random,20251016,72.4197717325402
Random,20251017,66.60945267810268
Random,20251018,70.5652884620403
Random,20251019,56.14262094923128
Random,20251020,56.52452424431278
Random,20251021,54.255119575550204
Random,20251022,58.87745779512602
Random,20251023,67.67661855508877
Random,20251024,74.56750829302428
Random,20251025,52.15571488345627
Random,20251026,49.15433315077358
Random,20251027,71.49327388561332
Random,20251028,69.56297200206113
Random,20251029,63.057835556766086
Random,20251030,67.75928648306942
Random,20251031,56.68443160621194
Random,20251032,54.95603815306044
Random,20251033,55.499030353237934
Random,20251034,63.93760112422217
Random,20251035,71.55472904991389
Random,20251036,62.02937439884938
Random,20251037,74.85775606294351
Random,20251038,57.95071286212668
Random,20251039,65.8295264280752
Random,20251040,57.550278558311476
Random,20251041,61.08293304582158
Random,20251042,69.72701345606886
Random,20251043,59.025361252121414
Random,20251044,59.87521469929797
Random,20251045,61.0450150785759
Random,20251046,51.54611932661338
Random,20251047,64.13321808319166
Random,20251048,65.4102255321613
Random,20251049,63.863887806997255
Random,20251050,59.55362700623698
Random,20251051,50.579849670939126
Random,20251052,71.07096275629323
Random,20251053,52.37977666756249
Random,20251054,62.02847035895395
Random,20251055,57.71275790292884
Random,20251056,74.54716483090178
Random,20251057,51.08995349379183
Random,20251058,58.08475218218663
Random,20251059,63.58894318160452
Random,20251060,60.19153076719027
Random,20251061,62.99829413960672
Random,20251062,64.25686825263926
Random,20251063,59.263784221379616
Random,20251064,59.101462316810306
Random,20251065,63.65411269098
Random,20251066,68.9026189620404
Random,20251067,64.45864790210484
Random,20251068,62.09329165765471
Random,20251069,61.922168360160796
Random,20251070,80.1311174698171
Random,20251071,59.92742640615711
Random,20251072,57.27586510634981
Random,20251073,56.28333566061027
Random,20251074,60.12801842575903
Random,20251075,68.59832259912726
Random,20251076,54.50556882341612
Random,20251077,54.15181394303626
Random,20251078,57.82213970276994
Random,20251079,79.8725589939988
Random,20251080,63.667016201031544
Random,20251081,61.209404980601825
Random,20251082,62.347512269278155
Random,20251083,69.96367917323198
Random,20251084,71.36740673767697
Random,20251085,70.7679771535589
Random,20251086,75.58846662835563
Random,20251087,65.3879871233433
Random,20251088,73.41667677713016
Random,20251089,67.90689178976673
Random,20251090,56.332002015403525
Random,20251091,66.04080259779202
Random,20251092,59.756573229533636
Random,20251093,53.828608829490406
Random,20251094,65.21176322895843
Random,20251095,68.47890254163603
Random,20251096,70.9538037499304
Random,20251097,68.64941584905606
Random,20251098,63.952128165615385
Random,20251099,71.71603602944543
Random,20251100,61.29829362093249
Random,20251101,65.88487458195884
Random,20251102,65.88131839198557
Random,20251103,51.72930173862216
Random,20251104,48.25136831090332
Random,20251105,65.41527173088168
Random,20251106,53.69495751670951
Random,20251107,55.83357205090329
Random,20251108,67.63618334395677
Random,20251109,64.01273419791221
Random,20251110,70.30375923103173
Random,20251111,59.50493778110337
Random,20251112,62.6747985505408
Random,20251113,63.98979483570242
Random,20251114,65.65431170331817
Random,20251115,69.27862125076223
Random,20251116,62.150243662636775
Random,20251117,60.74397747909728
Random,20251118,62.37496233897432
Random,20251119,66.79257239970461
Random,20251120,66.61409577031287
Random,20251121,71.73762000897436
Random,20251122,63.22369468705605
Random,20251123,54.54281450206226
Random,20251124,66.90713708297864
Random,20251125,60.518495905732244
Random,20251126,84.83825857869655
Random,20251127,63.712582577379656
Random,20251128,58.6388138236044
Random,20251129,53.39788250666391
Random,20251130,59.987697677359265
Random,20251131,68.43970513499238
Random,20251132,58.32073558243078
Random,20251133,81.0581899226974
Random,20251134,57.552575061387884
Random,20251135,59.69925521448816
Random,20251136,57.46441478441972
Random,20251137,67.93785417288922
Random,20251138,64.76940546701371
Random,20251139,57.18747072706724
Random,20251140,63.040684520316134
Random,20251141,66.9319714113338
Random,20251142,75.4243435310751
Random,20251143,69.69094645806953
Random,20251144,71.24879297278875
Random,20251145,67.79199095669493
Random,20251146,54.253683882600214
Random,20251147,53.70758450827085
Random,20251148,60.03096163645266
Random,20251149,50.71043202397042
Random,20251150,56.55836298286148
Random,20251151,59.30906972380528
Random,20251152,62.2857171922874
Random,20251153,61.11117192328458
Random,20251154,61.11947790812849
Random,20251155,57.93346630541099
Random,20251156,63.273359505598414
Random,20251157,56.90575892703669
Random,20251158,69.58493515086431
Random,20251159,67.84300051461653
Random,20251160,58.74262756388852
Random,20251161,56.65895522815401
Random,20251162,58.52534130577776
Random,20251163,59.35707716012701
Random,20251164,64.99129991936928
Random,20251165,52.641936007351696
Random,20251166,58.83467300158956
Random,20251167,71.72278659281821
Random,20251168,56.855469756934006
Random,20251169,57.21091115297992
Random,20251170,77.98495015198148
Random,20251171,52.74388125257575
Random,20251172,57.51661271234357
Random,20251173,71.11331460752399
Random,20251174,54.264020508132894
Random,20251175,66.71189231191715
Random,20251176,68.07776208140223
Random,20251177,57.72520723768857
Random,20251178,68.03183886422731
Random,20251179,59.161754476163786
Random,20251180,56.07412612682739
Random,20251181,56.68027627436086
Random,20251182,61.76018903373372
Random,20251183,52.73313443743102
Random,20251184,65.31771530577608
Random,20251185,63.85228567511381
Random,20251186,69.468100401053
Random,20251187,65.42400402213946
Random,20251188,70.04928570191414
Random,20251189,66.48482233992762
Random,20251190,57.931872298377094
Random,20251191,65.08544325528639
Random,20251192,58.71387256639338
Random,20251193,57.898573237825794
Random,20251194,63.96500724834225
Random,20251195,66.30588273339833
Random,20251196,76.38861874110633
Random,20251197,61.17061879174989
Random,20251198,60.61630398019973
Random,20251199,65.65060547745901
Random,20251200,56.497806389221736
Random,20251201,49.05254197767594
Random,20251202,55.26181105786052
Random,20251203,55.64970781465103
Random,20251204,55.03823895670734
Random,20251205,67.11717766379472
Random,20251206,59.86056499973244
Random,20251207,54.169012251548374
Random,20251208,59.11111514407174
Random,20251209,55.89372555689768
Random,20251210,67.38215356224723
Random,20251211,58.22093449533057
Random,20251212,64.70940991499586
Random,20251213,80.25561025710726
Random,20251214,61.458567625667754
Random,20251215,65.60099578612432
Random,20251216,69.00930781316549
Random,20251217,72.51257915567928
Random,20251218,70.10745259803586
Random,20251219,49.56187318469682
Random,20251220,57.48728937774654
Random,20251221,73.09729699300613
Random,20251222,67.94326978796623
Random,20251223,59.00074035688386
Random,20251224,69.75805838331893
Random,20251225,66.3148411594056
Random,20251226,67.28561199365718
Random,20251227,57.19033903620353
Random,20251228,64.21892852409411
Random,20251229,58.281406544808725
Random,20251230,56.65057219340391
Random,20251231,59.907250829263695
Random,20251232,68.21828958103521
Random,20251233,71.08304727034881
Random,20251234,61.922079049295675
Random,20251235,67.44551857524968
Random,20251236,69.10788487660055
Random,20251237,69.35140715237249
Random,20251238,59.85726061369172
Random,20251239,52.44845144405454
Random,20251240,65.54098237338052
Random,20251241,70.06215118533443
Random,20251242,57.28470291897787
Random,20251243,62.71956648191168
Random,20251244,94.81419369398695
Random,20251245,64.21842046525498
Random,20251246,59.4382512352322
Random,20251247,69.68099007834395
Random,20251248,62.74220447641147
Random,20251249,60.22558679192495
Random,20251250,61.031500924947224
Random,20251251,48.36093315281494
Random,20251252,70.6062776038203
Random,20251253,56.08963693030078
Random,20251254,55.821947715733785
Random,20251255,62.304791221983834
Random,20251256,76.69380558370813
Random,20251257,59.40313655679931
Random,20251258,55.115992888050165
Random,20251259,66.04893550129383
Random,20251260,75.7808976347996
Random,20251261,68.8500142435136
Random,20251262,74.0784432580473
Random,20251263,68.23375286920994
Random,20251264,70.10493698385623
Random,20251265,78.80674293668993
Random,20251266,51.96805366245186
Random,20251267,61.27777934852377
Random,20251268,62.56777094236628
Random,20251269,67.71067297187786
Random,20251270,65.30231745121618
Random,20251271,56.844437110445966
Random,20251272,76.15273573885071
Random,20251273,51.420685421268686
Random,20251274,59.76649866881043
Random,20251275,67.20774073193657
Random,20251276,57.848671363158296
Random,20251277,52.97579096197976
Random,20251278,59.8431112733473
Random,20251279,53.780249531870005
Random,20251280,61.93753528067704
Random,20251281,56.90911617173506
Random,20251282,52.03350570118901
Random,20251283,61.608430767697115
Random,20251284,55.98961838045307
Random,20251285,52.796136053006684
Random,20251286,67.79685063203216
Random,20251287,67.99712431773831
Random,20251288,57.41226864258177
Random,20251289,59.14633928134624
Random,20251290,59.82985989636313
Random,20251291,61.64559104777518
Random,20251292,62.87195975836502
Random,20251293,73.54832345072617
Random,20251294,71.88708019392395
Random,20251295,70.69336525614229
Random,20251296,65.5591471405435
Random,20251297,57.98216298180519
Random,20251298,70.07576297364182
Random,20251299,57.79067341530427
Random,20251300,66.36574206009595
Random,20251301,53.0460840867493
Random,20251302,66.66858490885379
Random,20251303,77.66180485614123
Random,20251304,65.10694438377605
Random,20251305,74.62166324306888
Random,20251306,59.36150966102728
Random,20251307,56.8491073177601
Random,20251308,53.161930833337586
Random,20251309,70.13988236643587
Random,20251310,58.53274522914162
Random,20251311,56.77564022011546
Random,20251312,62.11503643463088
Random,20251313,56.13690358423751
Random,20251314,65.95477986537593
Random,20251315,57.679187309109835
Random,20251316,58.26161189395857
Random,20251317,58.89303823438457
Random,20251318,69.05133350114285
Random,20251319,82.59524009009301
Random,20251320,68.5667899165759
Random,20251321,45.52708818927054
Random,20251322,70.49433442130571
Random,20251323,60.21393888371671
Random,20251324,66.86157790799884
Random,20251325,65.91700450319844
Random,20251326,69.3653242921888
Random,20251327,59.958134738688585
Random,20251328,70.92245461581226
Random,20251329,51.40722598736583
Random,20251330,61.41274800850363
Random,20251331,59.44553123902288
Random,20251332,56.32308474259834
Random,20251333,64.69700529725775
Random,20251334,62.40711342142276
Random,20251335,58.46298520310479
Random,20251336,55.665569711350365
Random,20251337,55.29639529426594
Random,20251338,75.16929702718282
Random,20251339,60.46068946040717
Random,20251340,46.428071202709056
Random,20251341,59.6796638355434
Random,20251342,70.86983446493873
Random,20251343,59.242112496420354
Random,20251344,61.551109448213275
Random,20251345,68.24258628421278
Random,20251346,65.16431868059395
Random,20251347,62.34799198871257
Random,20251348,65.54086314429202
Random,20251349,57.032883175324365
Random,20251350,61.73634636204562
Random,20251351,62.85432607515832
Random,20251352,66.14284801111394
Random,20251353,69.86678695165912
Random,20251354,78.05203009847986
Random,20251355,68.62190414418319
Random,20251356,66.2962610762984
Random,20251357,76.98469637394784
Random,20251358,50.22965422167214
Random,20251359,48.30798732950654
Random,20251360,70.82682401439567
Random,20251361,65.99100082088748
Random,20251362,66.79079612256628
Random,20251363,58.43869866882907
Random,20251364,67.02983576212107
Random,20251365,60.40507370800658
Random,20251366,68.1886945807867
Random,20251367,71.84645541911223
Random,20251368,56.88368144977554
Random,20251369,57.726260126852466
Random,20251370,57.854691662745545
Random,20251371,55.52938565146466
Random,20251372,69.14797018785204
Random,20251373,58.794080089143485
Random,20251374,56.94035207307194
Random,20251375,57.790434961052334
Random,20251376,49.6281328460883
Random,20251377,53.43017400193317
Random,20251378,67.08695991701877
Random,20251379,54.309738607489834
Random,20251380,55.2327901901365
Random,20251381,55.51274561285268
Random,20251382,57.643777038907906
Random,20251383,56.95869667812484
Random,20251384,74.06601514099786
Random,20251385,69.08604588271513
Random,20251386,62.168305312893494
Random,20251387,50.951618014977626
Random,20251388,69.37254698117412
Random,20251389,56.47134785695023
Random,20251390,65.46639067719822
Random,20251391,65.91044663178508
Random,20251392,62.54000579412348
Random,20251393,77.44532293732209
Random,20251394,59.39454572528086
Random,20251395,65.28387098603537
Random,20251396,53.83604750636722
Random,20251397,61.19782694006549
Random,20251398,51.5779727422633
Random,20251399,53.91201200795236
Random,20251400,70.75001828154024
Random,20251401,66.01417118633654
Random,20251402,59.819988110758175
Random,20251403,59.52322797302766
Random,20251404,55.12045619084085
Random,20251405,56.90080008394531
Random,20251406,57.69838447543591
Random,20251407,55.43550208618814
Random,20251408,59.87687768183847
Random,20251409,60.272149819119804
Random,20251410,50.36259021827313
Random,20251411,57.959849865816814
Random,20251412,76.77009612159145
Random,20251413,53.53263512899314
Random,20251414,65.11392477294629
Random,20251415,61.68158336000772
Random,20251416,60.87371281471826
Random,20251417,47.37152773801541
Random,20251418,66.0616465302141
Random,20251419,55.112119648552614
Random,20251420,56.11097711297252
Random,20251421,65.68711158159908
Random,20251422,62.88165571811053
Random,20251423,64.77115426251206
Random,20251424,68.26310481066633
Random,20251425,57.52072820124666
Random,20251426,64.92941964727164
Random,20251427,68.92743943197482
Random,20251428,52.03571393144671
Random,20251429,56.762178822537834
Random,20251430,68.6230450650524
Random,20251431,71.56531936613915
Random,20251432,63.23279971929905
Random,20251433,54.58357978636216
Random,20251434,58.59693966658833
Random,20251435,56.08300436132832
Random,20251436,54.56668189944631
Random,20251437,62.41395041428021
Random,20251438,56.76530831930911
Random,20251439,60.353665771598074
Random,20251440,57.608018885579696
Random,20251441,66.95755972348059
Random,20251442,67.37373684465085
Random,20251443,57.72723941523107
Random,20251444,57.861950312906856
Random,20251445,58.02474573862767
Random,20251446,58.64136988023942
Random,20251447,59.623002884117845
Random,20251448,58.95888195609939
Random,20251449,56.60282699269953
Random,20251450,57.522204373955034
Random,20251451,58.18071747182381
Random,20251452,54.40357115126629
Random,20251453,61.34230798143167
Random,20251454,68.57045786265347
Random,20251455,69.31665209651413
Random,20251456,59.11646282060326
Random,20251457,79.48705788423942
Random,20251458,61.17346602592387
Random,20251459,59.343747914954776
Random,20251460,59.55756989372292
Random,20251461,63.082040014059274
Random,20251462,65.78719311571729
Random,20251463,64.80579237751645
Random,20251464,62.84683111529439
Random,20251465,63.339281389532566
Random,20251466,66.00426030282065
Random,20251467,50.74356201627952
Random,20251468,55.80778519273953
Random,20251469,52.306039037701986
Random,20251470,64.86828909786311
Random,20251471,68.09941197678506
Random,20251472,64.8410802590553
Random,20251473,63.181942094368594
Random,20251474,64.45904203618613
Random,20251475,68.34858639880251
Random,20251476,72.87081004364508
Random,20251477,69.05220277905474
Random,20251478,61.57667886042247
Random,20251479,62.06304753028248
Random,20251480,67.57241321884537
Random,20251481,54.367303141936034
Random,20251482,65.64224051087261
Random,20251483,54.07029486126195
Random,20251484,66.72667132135315
Random,20251485,80.13845298075333
Random,20251486,57.924309896642384
Random,20251487,66.65787476830357
Random,20251488,62.75059873593311
Random,20251489,53.47591270400113
Random,20251490,54.867852465270275
Random,20251491,65.09325152346217
Random,20251492,53.894362687562115
Random,20251493,63.48906629532943
Random,20251494,57.95810815786992
Random,20251495,64.85160930763298
Random,20251496,72.45956948925625
Random,20251497,60.56568546250449
Random,20251498,63.983780770271466
Random,20251499,65.21158864316388
Random,20251500,61.66419364871456
Random,20251501,57.84851160450736
Random,20251502,68.25499577088839
Random,20251503,64.93002178593437
Random,20251504,56.378859425351415
Random,20251505,55.3160246085852
Random,20251506,60.09542371201324
Random,20251507,60.945726580153746
Random,20251508,63.39488878564442
Random,20251509,70.67011173457203
Random,20251510,59.71057021320052
Random,20251511,59.24443495424617
Random,20251512,60.75007059205395
Random,20251513,62.36337425632568
Random,20251514,63.775825037995034
Random,20251515,59.849831036827126
Random,20251516,67.48696732427481
Random,20251517,61.07456922763749
Random,20251518,60.126661576740275
Random,20251519,66.53912089251365
Random,20251520,69.8883776962433
Random,20251521,77.02857411509102
Random,20251522,59.09016079562025
Random,20251523,61.4173365388978
Random,20251524,67.92953421725322
Random,20251525,59.435122611580375
Random,20251526,62.08939822088273
Random,20251527,71.26481893633157
Random,20251528,58.721802594505455
Random,20251529,64.39847086571481
Random,20251530,58.31325044316609
Random,20251531,63.539051232508335
Random,20251532,57.55219960290287
Random,20251533,64.69038208404262
Random,20251534,75.51080115919561
Random,20251535,56.023346830027975
Random,20251536,66.69049487835014
Random,20251537,63.60290803830536
Random,20251538,48.597723574684224
Random,20251539,56.75715825010567
Random,20251540,57.88992553639179
Random,20251541,59.634398076865516
Random,20251542,64.63473246546248
Random,20251543,63.93075851323207
Random,20251544,76.3707468995708
Random,20251545,59.84407547198622
Random,20251546,59.22050337382283
Random,20251547,83.82205987561021
Random,20251548,59.2822468955062
Random,20251549,58.282734302492365
Random,20251550,59.930703887519314
Random,20251551,68.68892581375428
Random,20251552,55.8968939859226
Random,20251553,65.22333715498279
Random,20251554,73.82561749789673
Random,20251555,56.07376217549323
Random,20251556,72.68548618750867
Random,20251557,51.3033048465805
Random,20251558,57.504657555102085
Random,20251559,68.44039460272411
Random,20251560,52.37331389458255
Random,20251561,56.60043335769993
Random,20251562,70.02694365000245
Random,20251563,64.69149207219358
Random,20251564,58.10212391259453
Random,20251565,60.41467399789386
Random,20251566,64.83629600619811
Random,20251567,60.390287673004465
Random,20251568,52.55577560760023
Random,20251569,71.83229269275965
Random,20251570,65.04323598265617
Random,20251571,65.80726845917025
Random,20251572,54.836433019694766
Random,20251573,65.33945066663499
Random,20251574,57.648981311709896
Random,20251575,64.61556945521664
Random,20251576,76.12409987277859
Random,20251577,68.60502085519664
Random,20251578,58.610730361281085
Random,20251579,67.25907473808229
Random,20251580,59.76676693850996
Random,20251581,51.48656565907772
Random,20251582,59.08493936686677
Random,20251583,57.41298803351051
Random,20251584,69.00899505858655
Random,20251585,55.816210833995825
Random,20251586,76.58675993793825
Random,20251587,52.7164730598759
Random,20251588,70.86133949024564
Random,20251589,63.5141838252083
Random,20251590,59.93225603367339
Random,20251591,65.41699076935383
Random,20251592,60.33294736013791
Random,20251593,69.50202969312316
Random,20251594,60.649599277300766
Random,20251595,63.99830586893963
Random,20251596,63.9662692814018
Random,20251597,68.8151314694484
Random,20251598,64.92568619294941
Random,20251599,59.07012310550053
Random,20251600,54.3202883018187
Random,20251601,70.14211076494489
Random,20251602,54.62909058916385
Random,20251603,61.20279427198869
Random,20251604,65.53787140101558
Random,20251605,51.650212328196204
Random,20251606,59.269569141911205
Random,20251607,64.0988713441565
Random,20251608,66.84117920906216
Random,20251609,59.829221088396054
Random,20251610,67.83514594031365
Random,20251611,85.22172726329525
Random,20251612,73.74507119283788
Random,20251613,61.50130530079112
Random,20251614,52.71288780859653
Random,20251615,53.680648435192445
Random,20251616,63.87446786550462
Random,20251617,64.44191345156784
Random,20251618,60.59012158724245
Random,20251619,69.33222206424689
Random,20251620,70.42649734911055
Random,20251621,66.09920407781881
Random,20251622,54.81459437737253
Random,20251623,55.663888845750755
Random,20251624,49.469760093649924
Random,20251625,62.90151046964382
Random,20251626,68.41187626058797
Random,20251627,58.89415305975835
Random,20251628,64.3742166440127
Random,20251629,53.56237174356649
Random,20251630,67.5449749381563
Random,20251631,59.95122867794162
Random,20251632,54.76421410265644
Random,20251633,66.61703132546963
Random,20251634,77.04206438034187
Random,20251635,59.67327694977374
Random,20251636,57.25970672928101
Random,20251637,72.72334681531198
Random,20251638,48.318002414409825
Random,20251639,65.40322297182645
Random,20251640,70.10384675286376
Random,20251641,53.68885574339571
Random,20251642,60.223076813518155
Random,20251643,57.93943627217539
Random,20251644,70.67467248706555
Random,20251645,50.582133818846216
Random,20251646,63.238719088675914
Random,20251647,56.46027886514004
Random,20251648,57.19955534480889
Random,20251649,51.037930644616836
Random,20251650,74.30076955458844
Random,20251651,63.68388651727876
Random,20251652,65.87175402851479
Random,20251653,72.39910664029503
Random,20251654,58.89277973921205
Random,20251655,76.5095376392663
Random,20251656,50.349508503850934
Random,20251657,53.869154726287746
Random,20251658,57.84637574617037
Random,20251659,61.965627457020744
Random,20251660,63.49691223424712
Random,20251661,46.65694353499816
Random,20251662,61.38381922779561
Random,20251663,60.98530438194728
Random,20251664,62.545190132043174
Random,20251665,60.07005477244327
Random,20251666,53.36027605750626
Random,20251667,59.95529321747317
Random,20251668,60.960600173292306
Random,20251669,64.69593388007641
Random,20251670,64.33245924821979
Random,20251671,65.07025154010915
Random,20251672,67.14225770100641
Random,20251673,60.413897747588244
Random,20251674,68.92437129404036
Random,20251675,70.36293422852104
Random,20251676,48.310084486660514
Random,20251677,56.44070675273148
Random,20251678,54.8910992173502
Random,20251679,65.25274957310863
Random,20251680,72.11443705950431
Random,20251681,64.81860713755759
Random,20251682,55.24560228296594
Random,20251683,54.625814453147505
Random,20251684,76.05214460146317
Random,20251685,60.279090734936
Random,20251686,67.0709272227403
Random,20251687,53.05774629863339
Random,20251688,66.77165186398679
Random,20251689,70.20487381744773
Random,20251690,62.41776008960199
Random,20251691,62.01393692132817
Random,20251692,62.409531556097235
Random,20251693,62.90211217237411
Random,20251694,52.98123659205803
Random,20251695,56.721137585612986
Random,20251696,60.6976857800385
Random,20251697,52.02107028318253
Random,20251698,65.57362601019774
Random,20251699,52.17489691860016
Random,20251700,65.00190655970066
Random,20251701,70.22099512220763
Random,20251702,67.51054415668494
Random,20251703,65.63717480405116
Random,20251704,55.178820272128526
Random,20251705,58.63763662642347
Random,20251706,63.41513819274133
Random,20251707,64.07329234749322
Random,20251708,52.025440639203474
Random,20251709,59.13497336139812
Random,20251710,73.85021666991966
Random,20251711,63.689441334715625
Random,20251712,71.24354617304223
Random,20251713,72.82256225525495
Random,20251714,56.40473641407554
Random,20251715,64.55492858844575
Random,20251716,72.25015536253288
Random,20251717,54.465246144914154
Random,20251718,63.88221538210872
Random,20251719,52.078157782579034
Random,20251720,51.47557661779032
Random,20251721,75.91266464991041
Random,20251722,56.17970574620701
Random,20251723,56.491977069745786
Random,20251724,62.76671262242408
Random,20251725,75.34768469798613
Random,20251726,61.95267146701241
Random,20251727,64.18966114638022
Random,20251728,63.04920823697563
Random,20251729,61.589903024156136
Random,20251730,51.83453325460366
Random,20251731,79.4937503246712
Random,20251732,61.50775072696484
Random,20251733,79.14342038520813
Random,20251734,62.16511091177926
Random,20251735,65.89673106482934
Random,20251736,60.57619370834378
Random,20251737,53.43033590960017
Random,20251738,63.40784213672889
Random,20251739,61.93879844218407
Random,20251740,64.70657625956936
Random,20251741,64.85485676969944
Random,20251742,60.40142556202537
Random,20251743,70.73859199841283
Random,20251744,58.075772815171604
Random,20251745,70.7985920047776
Random,20251746,63.300092409068455
Random,20251747,67.37908707482524
Random,20251748,53.90354101049074
Random,20251749,61.38312235028874
Random,20251750,62.39783277615787
Random,20251751,58.430050536388634
Random,20251752,62.89870625985495
Random,20251753,65.64198682229821
Random,20251754,62.393923478961526
Random,20251755,67.58415913883589
Random,20251756,60.10805040433826
Random,20251757,61.54124375401863
Random,20251758,57.88199457199054
Random,20251759,54.12774116808834
Random,20251760,50.80986794320923
Random,20251761,60.156789977594
Random,20251762,74.77719482846518
Random,20251763,57.99067825878979
Random,20251764,59.99236733551892
Random,20251765,72.51084088126376
Random,20251766,66.05000761241054
Random,20251767,75.52314595375334
Random,20251768,48.34781706333598
Random,20251769,56.069862905716086
Random,20251770,64.85632377458329
Random,20251771,63.612490712721296
Random,20251772,60.367057202222185
Random,20251773,71.48801822155288
Random,20251774,54.39866120811691
Random,20251775,53.2338283658067
Random,20251776,65.19829191965869
Random,20251777,65.62464462686599
Random,20251778,52.00708424005892
Random,20251779,58.00709781226653
Random,20251780,60.81702920001831
Random,20251781,58.334091001151414
Random,20251782,59.958768907203016
Random,20251783,58.80716099337346
Random,20251784,60.95743416629368
Random,20251785,72.64564277964675
Random,20251786,61.398114986803876
Random,20251787,60.918493087245444
Random,20251788,58.26173077147196
Random,20251789,64.75673474325191
Random,20251790,64.33759846722498
Random,20251791,62.7609666018008
Random,20251792,61.994580300431714
Random,20251793,69.67102387524282
Random,20251794,59.758111619966826
Random,20251795,58.94224750343682
Random,20251796,65.54037477710014
Random,20251797,68.51202431112073
Random,20251798,57.16242113236238
Random,20251799,54.7538128418226
Random,20251800,61.909923311792554
Random,20251801,77.72785388473972
Random,20251802,64.96051457946507
Random,20251803,57.80779992862803
Random,20251804,56.78230193068518
Random,20251805,68.62308704726404
Random,20251806,65.40055878727556
Random,20251807,60.85238115821472
Random,20251808,48.67005002116771
Random,20251809,60.04209563798679
Random,20251810,61.641380149103234
Random,20251811,61.24508948708727
Random,20251812,57.06567549892439
Random,20251813,52.19550163052665
Random,20251814,61.866413315377116
Random,20251815,67.20648732710012
Random,20251816,52.74066699545151
Random,20251817,58.48524139100995
Random,20251818,59.621714754571215
Random,20251819,60.56786899329366
Random,20251820,48.99672786592878
Random,20251821,72.25126207570725
Random,20251822,66.35060885155046
Random,20251823,56.37527636902109
Random,20251824,65.02248279172905
Random,20251825,61.82014700614576
Random,20251826,59.99272171526891
Random,20251827,70.27641654254674
Random,20251828,60.99607219998791
Random,20251829,66.78669485248896
Random,20251830,67.98652684745157
Random,20251831,69.05901973497396
Random,20251832,54.10366749175691
Random,20251833,70.09161304636552
Random,20251834,64.10530012729764
Random,20251835,58.58447905272448
Random,20251836,59.416474318439896
Random,20251837,66.35506230382371
Random,20251838,54.715227959912
Random,20251839,63.80393779095793
Random,20251840,62.71676279119022
Random,20251841,64.33689252310856
Random,20251842,59.220938970375485
Random,20251843,58.4962208334855
Random,20251844,53.5482950101665
Random,20251845,62.39402667879691
Random,20251846,56.202785406846324
Random,20251847,62.684677879752336
Random,20251848,61.60364141820193
Random,20251849,78.26402222813856
Random,20251850,60.94811583476411
Random,20251851,61.86493937068606
Random,20251852,69.31746752442241
