run,time_min,cum_mean_min,seed
355,169.2814472635295,172.1477585879722,22699
356,169.87866159407952,172.1413847200118,22700
357,176.20317151619338,172.15276227406275,22701
358,167.46798449971644,172.13967630262604,22702
359,172.49136258708424,172.14065593015937,22703
360,165.8261335799853,172.12311559029774,22704
361,153.12137363330623,172.07047918598474,22705
362,183.44545189254586,172.1019017625222,22706
363,176.53388139274745,172.11411107279832,22707
364,155.21274165675644,172.06767873923778,22708
365,172.15858089507074,172.06792778624003,22709
366,165.25326705173663,172.0493084946157,22710
367,164.65099939714958,172.02914961424116,22711
368,170.84839506016317,172.02594104208333,22712
369,170.4670174957269,172.02171631702547,22713
370,168.60547566141904,172.01248323417246,22714
371,178.32301533122626,172.02949275464968,22715
372,186.99976799317335,172.06973543002206,22716
373,164.48403118222691,172.04939842131483,22717
374,170.02006750490125,172.04397240282174,22718
375,180.67961203782357,172.06700077518175,22719
376,169.3100708450158,172.05966851472917,22720
377,168.62968160970985,172.05057040622782,22721
378,170.86432496494047,172.04743219077466,22722
379,167.00848724333537,172.0341368215202,22723
380,178.47826969401237,172.0510950659215,22724
381,151.59459190620353,171.9974034565784,22725
382,187.82481928151924,172.03883648229814,22726
383,178.29098576654005,172.05516063186536,22727
384,192.7902842183209,172.10915834953846,22728
385,177.44778185425963,172.12302490409616,22729
386,189.53595775321784,172.16813612909388,22730
387,173.4044842312854,172.17133082703236,22731
388,185.6047853384769,172.20595313247426,22732
389,162.81280437319256,172.18180622049664,22733
390,171.31885596456803,172.17959352753272,22734
391,166.77101827092588,172.16576085424217,22735
392,167.25177483122377,172.15322517561202,22736
393,169.5143831797164,172.14651056493543,22737
394,174.42680129770383,172.15229810486633,22738
395,185.1468458791843,172.18519569416839,22739
396,167.52985981357057,172.17343979548002,22740
397,171.55553943939813,172.1718833714093,22741
398,157.2222725503181,172.13432153517542,22742
399,173.1059411679967,172.13675667209975,22743
400,166.69089040257018,172.12314200642592,22744
401,167.06709373824827,172.1105334072534,22745
402,178.56839934216777,172.12659775037508,22746
403,171.20917822201963,172.1243212751186,22747
404,171.23147479817004,172.12211125908655,22748
405,163.99666855312793,172.10204843759035,22749
406,177.55150503885417,172.11547074449,22750
407,165.67826752429337,172.09965452036178,22751
408,159.82659653012502,172.06957349587591,22752
409,183.81749763580962,172.09829702678036,22753
410,179.40187109376757,172.11611062206575,22754
411,157.25968442987676,172.07996359970028,22755
412,201.65787930143892,172.15175465722876,22756
413,162.65078586282004,172.12874989017212,22757
414,162.1820471515593,172.10472403814646,22758
415,158.8558103515643,172.0727989449258,22759
416,166.7584309184828,172.06002402178532,22760
417,164.52451148726408,172.04195324832122,22761
418,180.88073994894978,172.06309867105003,22762
419,163.68345520919064,172.04309952197636,22763
420,169.63597204252136,172.03736826607292,22764
421,190.11607724008923,172.0803105676739,22765
422,172.5702679148671,172.0814716040416,22766
423,182.95932601752497,172.10718757192222,22767
424,176.38263331323128,172.1172711703687,22768
425,173.7366383028263,172.12108144597448,22769
426,164.41128840691596,172.102983340249,22770
427,152.08321819789452,172.05609864436525,22771
428,169.82946464473713,172.0508962284783,22772
429,168.05583921349074,172.04158374126385,22773
430,163.2056364624632,172.021035026662,22774
431,169.91366352688132,172.01614553362305,22775
432,176.34503995637874,172.02616612256463,22776
433,195.0842111935209,172.0794179587562,22777
434,169.58670761995592,172.073674386547,22778
435,164.0158493208499,172.0551506507638,22779
436,187.89918208110294,172.091490172393,22780
437,169.0528342446206,172.08453672633405,22781
438,171.84148476421424,172.08398181317853,22782
439,163.35069831664794,172.06408822890396,22783
440,180.0177014144654,172.08216462250752,22784
441,186.91954489683184,172.11580947573725,22785
442,172.49737275351464,172.1166727410716,22786
443,162.7143153666487,172.09544845805937,22787
444,166.74044910660896,172.08338764870925,22788
445,152.4067826959315,172.0391705589277,22789
446,164.08379989706503,172.02133340497736,22790
447,178.02850757205675,172.0347722733601,22791
448,174.27662624653522,172.03977641169305,22792
449,164.78280246923435,172.02361388620875,22793
450,193.55933285386385,172.07147103947017,22794
451,172.1771616871628,172.07170538680433,22795
452,176.76209411291433,172.08208235301254,22796
453,169.02117371196059,172.075325380295,22797
454,177.77073702621482,172.0878703398675,22798
455,168.6824787015836,172.0803859626405,22799
456,161.86414045978506,172.0579819154851,22800
457,173.9774755120896,172.06218212029168,22801
458,162.4791159074257,172.04125839493608,22802
459,187.21180131076142,172.0743096866917,22803
460,160.5878245866747,172.04933906690906,22804
461,179.17797070809584,172.06480247610904,22805
462,157.2966718979727,172.032836825507,22806
463,157.71270795638497,172.00190782147,22807
464,177.87065060862201,172.01455597402853,22808
465,192.9427821363402,172.05956291201198,22809
466,179.22000637648586,172.07492867051945,22810
467,175.61882971856704,172.08251732372727,22811
468,175.10336363030996,172.08897212352764,22812
469,177.1463714031115,172.0997554908615,22813
470,169.31934458861278,172.0938397229844,22814
471,174.99173241981902,172.09999236140655,22815
472,162.91903408063712,172.0805411786083,22816
473,156.09941298650574,172.04675443824448,22817
474,171.71386223098511,172.04605213400976,22818
475,162.89749923712668,172.02679202264787,22819
476,154.97479249354308,171.99096849422537,22820
477,171.93238967832423,171.99084568748344,22821
478,176.7419371726731,172.000785209419,22822
479,189.62205865831262,172.03757283666093,22823
480,175.6815104684698,172.0451643733939,22824
481,168.4810366008606,172.03775454434498,22825
482,179.64242289795402,172.05353186458066,22826
483,197.49013918859276,172.10619564786018,22827
484,169.8265336662543,172.10148560244366,22828
485,168.94807398464746,172.09498372281934,22829
486,169.31190017885856,172.08925721346964,22830
487,158.37975902300545,172.06110629316066,22831
488,166.78173746418537,172.05028791441276,22832
489,177.47202024519555,172.06137530159225,22833
490,180.24205359512314,172.0780705634158,22834
491,181.39347780081096,172.09704287958158,22835
492,169.44943995449722,172.09166157282326,22836
493,180.01658889316798,172.10773647611,22837
494,168.98745136208436,172.10142010948238,22838
495,159.32105009261028,172.07560118015536,22839
496,168.36077879368045,172.0681116188923,22840
497,161.7960363692743,172.04744345943632,22841
498,175.9192531007894,172.05521817759166,22842
499,157.2911377160171,172.02563084199733,22843
500,173.28132612766476,172.02814223256865,22844
501,165.71300708218195,172.01553717238824,22845
502,199.2092952293267,172.069708005171,22846
503,168.21122644491652,172.06203706767545,22847
504,169.9484669201474,172.0578434761129,22848
505,181.19506639329353,172.07593698684,22849
506,165.38399660050646,172.06271180821088,22850
507,163.46721738949856,172.0457581703041,22851
508,172.04715771531144,172.04576092531397,22852
509,173.1649321364577,172.04795968997243,22853
510,162.85766143920762,172.02993949732388,22854
511,186.12606702126445,172.05752487408304,22855
512,187.0064885003354,172.08672206866558,22856
513,164.05617564190726,172.0710679820637,22857
514,162.92772825327313,172.05327938336956,22858
515,153.42579418829825,172.01710950920437,22859
516,175.17266776984093,172.02322493219012,22860
517,177.45481668024192,172.03373091236043,22861
518,167.37358507377115,172.0247344918226,22862
519,166.9337425146164,172.01492525872587,22863
520,168.21782038822812,172.0076231339749,22864
521,172.45270275925083,172.00847741348602,22865
522,182.1757910092355,172.02795502573838,22866
523,173.92566397807593,172.03158353233943,22867
524,174.8434491972848,172.03694968818854,22868
525,161.59130888535185,172.0170532295165,22869
526,180.96558865671898,172.03406565428304,22870
527,167.29063306557128,172.0250648334316,22871
528,180.363352365186,172.04085704466598,22872
529,167.88639269717075,172.03300361489755,22873
530,171.27846080893534,172.03157994922591,22874
531,173.73227018713203,172.03478275570035,22875
532,185.4403737617257,172.05998123503497,22876
533,170.75016381237035,172.05752379146523,22877
534,184.9537647003907,172.08167405533962,22878
535,160.6079680029271,172.06022787580244,22879
536,165.74938265792076,172.04845391084365,22880
537,176.68232612530574,172.05708309560058,22881
538,168.6777611041901,172.05080182795857,22882
539,165.41612962037064,172.03849260308363,22883
540,172.19902894984918,172.03878989261466,22884
541,176.75444117325318,172.04750643841993,22885
542,172.73884099865828,172.0487819634388,22886
543,160.54070270967696,172.0275884473177,22887
544,175.6324093339386,172.03421495630045,22888
545,168.9900591496193,172.0286293493157,22889
546,171.19734123093383,172.02710684360437,22890
547,174.04893534294874,172.0308030565831,22891
548,161.05075499272965,172.01076647252498,22892
549,186.7544298702462,172.0376219614097,22893
550,176.5647058245473,172.04585302297903,22894
551,175.0413216811268,172.05128944522613,22895
552,176.50065241178072,172.05934988538294,22896
553,166.84232807808445,172.04991584956502,22897
554,189.24552545242284,172.08095485606836,22898
555,179.4698195030993,172.09426812570268,22899
556,184.0176321263372,172.1157130249844,22900
557,185.24859190473268,172.13929090448124,22901
558,178.32826075691082,172.1503822483028,22902
559,166.02694345603032,172.1394279749714,22903
560,183.36526703199235,172.15947411614462,22904
561,171.67833004907953,172.15861646183612,22905
562,176.86273974674657,172.16698678796587,22906
563,171.13203343581412,172.16514850492473,22907
564,170.02044565860876,172.16134584030362,22908
565,164.32129936576226,172.14746965185307,22909
566,167.86366956275918,172.13990110045893,22910
567,155.8759307772263,172.11121684944794,22911
568,165.24867347581514,172.09913490688874,22912
569,174.66062965580034,172.10363665512935,22913
570,169.06753593050206,172.09831016263,22914
571,167.1385114388915,172.08962400024166,22915
572,151.44898701502947,172.05353897054727,22916
573,180.5785684461875,172.0684168579393,22917
574,163.29444404319133,172.05313119101464,22918
575,172.46988851403916,172.05385598635903,22919
576,172.1232996637762,172.053976548299,22920
577,167.82711630540135,172.0466509672888,22921
578,171.6061557698253,172.04588886487102,22922
579,188.75105991541193,172.07474062834345,22923
580,166.2241148752659,172.06465334256228,22924
581,174.8221814823494,172.06939951836227,22925
582,177.1074444837293,172.07805595301065,22926
583,176.26642720531305,172.08524012325475,22927
584,181.36147011028584,172.101124078712,22928
585,174.6660013489481,172.10550848430213,22929
586,191.01897578836625,172.13778402577668,22930
587,167.3982821118281,172.1297099168943,22931
588,173.4686788965481,172.13198707502298,22932
589,176.11713651502032,172.13875303332514,22933
590,192.70551886463406,172.17361195846297,22934
591,178.58105577868378,172.18445365697434,22935
592,169.1707473500149,172.17936293686122,22936
593,167.96990969151076,172.17226436477802,22937
594,172.05997007434013,172.172075317151,22938
595,168.47971494359078,172.16586966946434,22939
596,159.25646367007158,172.14420959228417,22940
597,165.99212270108245,172.13390458911633,22941
598,172.75649499936182,172.1349457102037,22942
599,172.46132785233522,172.1354905885712,22943
600,185.7592933580862,172.15819692652036,22944
601,174.31627130327664,172.1617877324717,22945
602,161.3818941556398,172.1438809325102,22946
603,170.19670945238826,172.1406517924105,22947
604,168.4199564114668,172.1344917007202,22948
605,182.6712306198641,172.1519077981072,22949
606,191.61555629913147,172.18402602995707,22950
607,181.3357531714857,172.19910301042088,22951
608,178.75897791290998,172.2098922783526,22952
609,176.51525773454722,172.21696184396214,22953
610,179.5862692609679,172.2290426757933,22954
611,165.2849856276088,172.21767760697463,22955
612,166.03304327324702,172.2075719953182,22956
613,183.3278648656551,172.2257127667217,22957
614,163.98065835778146,172.21228433934556,22958
615,166.28601474032166,172.20264812861546,22959
616,162.7107501949079,172.1872392033984,22960
617,164.02952613391844,172.17401762630038,22961
618,166.3315766497915,172.16456383831252,22962
619,169.33357780744817,172.1599903552255,22963
620,168.4703590099468,172.15403933692664,22964
621,175.05716470093896,172.1587142569975,22965
622,177.85477981503777,172.16787191866638,22966
623,181.4096269018438,172.182706196328,22967
624,178.16832130937829,172.19229852823997,22968
625,177.6097748815066,172.20096649040516,22969
626,169.81823142818834,172.19716020436329,22970
627,181.75861134636665,172.2124097277158,22971
628,174.42514551112126,172.215933192339,22972
629,174.8581606970593,172.22013387199678,22973
630,171.08053088906334,172.21832497837306,22974
631,173.82961261064548,172.2208785245415,22975
632,191.0596469546004,172.25068670243715,22976
633,178.58923233262715,172.26070020264282,22977
634,168.11250685211252,172.25415731092275,22978
635,172.305570859551,172.25423827714104,22979
636,185.86155636411488,172.27563343136583,22980
637,176.56691443379327,172.28237013623624,22981
638,163.49996516673505,172.26860461120566,22982
639,174.83767112045234,172.27262505957694,22983
640,163.11688119580148,172.25831920978982,22984
641,148.06373300320723,172.22057414550497,22985
642,187.9325757480897,172.2450476682504,22986
643,173.60329756703305,172.24716003201215,22987
644,190.27852843203243,172.27515905126683,22988
645,178.95531774817312,172.2855158864558,22989
646,170.18273492362482,172.282260807566,22990
647,181.121017889309,172.2959219467959,22991
648,174.33528835794272,172.29906911718348,22992
649,186.3274042434653,172.32068442554444,22993
650,175.56029183163184,172.32566843693843,22994
651,191.46287155684695,172.35506506231465,22995
652,176.21402319202664,172.36098370975284,22996
653,157.10298548202195,172.3376177094041,22997
654,196.59652807272352,172.37471084451622,22998
655,179.64103549417024,172.38580446993555,22999
656,176.110021970079,172.3914816307589,23000
657,187.0199077607545,172.41374711954123,23001
658,176.9606526104518,172.4206573102569,23002
659,165.45547838733577,172.41008799474415,23003
660,169.2155726417148,172.4052478199668,23004
661,160.89347965093333,172.3878321343858,23005
662,186.1844505011489,172.40867294762867,23006
663,165.2734580945726,172.39791093427567,23007
664,195.0063535499276,172.43195979363657,23008
665,173.57694786369223,172.4336815802081,23009
666,183.44561415374324,172.4502160135017,23010
